,id,retweet_count,favorite_count
1875,846874817362120707,4207,21046
1876,847116187444137987,3418,22441
1877,847157206088847362,6286,20929
1878,847251039262605312,4602,21408
1879,847606175596138505,3627,19633
1880,847842811428974592,1438,5736
1881,847962785489326080,5469,24582
1882,847971574464610304,462,0
1883,848212111729840128,3300,17075
1884,848324959059550208,4925,25870
1885,848690551926992896,4616,26332
1886,849051919805034497,9108,44333
1887,849336543269576704,2017,11923
1888,849412302885593088,3350,16555
1889,849776966551130114,8111,31752
1890,850019790995546112,5221,21305
1891,850145622816686080,4079,16993
1892,850380195714523136,2784,13595
1893,850753642995093505,9894,32295
1894,851224888060895234,6087,21505
1895,851464819735769094,7518,25230
1896,851591660324737024,3683,16823
1897,851861385021730816,23,0
1898,851953902622658560,10237,0
1899,852189679701164033,1675,11891
1900,852226086759018497,7217,20759
1901,852311364735569921,10486,34352
1902,852553447878664193,3726,16964
1903,852672615818899456,2278,15442
1904,852912242202992640,1946,9369
1905,853299958564483072,3760,16054
1906,853639147608842240,10705,36060
1907,853760880890318849,6114,29539
1908,854010172552949760,3316,16704
1909,854120357044912130,7898,32966
1910,854365224396361728,4933,19473
1911,854482394044301312,7227,30197
1912,854732716440526848,6414,23507
1913,855459453768019968,8621,30762
1914,855851453814013952,18514,46563
1915,856282028240666624,6601,28400
1916,856526610513747968,1957,12110
1917,856543823941562368,3001,16652
1918,857029823797047296,4168,19359
1919,857263160327368704,4706,20460
1920,857393404942143489,1707,6052
1921,857746408056729600,11033,35005
1922,857989990357356544,2683,16459
1923,858107933456039936,3024,16064
1924,858471635011153920,5022,21942
1925,858843525470990336,3599,15842
1926,859074603037188101,14078,34565
1927,859196978902773760,31306,91748
1928,859607811541651456,1623,18934
1929,859851578198683649,3627,15675
1930,859924526012018688,4234,19886
1931,860184849394610176,6024,16972
1932,860276583193509888,3589,18597
1933,860524505164394496,5436,24016
1934,860563773140209665,2227,7630
1935,860924035999428608,844,0
1936,861005113778896900,3924,16976
1937,861288531465048066,4292,17460
1938,861383897657036800,11014,36614
1939,862096992088072192,23989,75734
1940,862457590147678208,5104,20827
1941,862722525377298433,3632,17312
1942,862831371563274240,5225,19444
1943,863062471531167744,2532,8650
1944,863079547188785154,1125,8883
1945,863432100342583297,5397,24123
1946,863553081350529029,4278,15482
1947,863907417377173506,4241,20861
1948,864197398364647424,9171,30510
1949,864279568663928832,3115,14779
1950,864873206498414592,8933,32633
1951,865006731092295680,7862,28291
1952,865359393868664832,5113,26736
1953,865718153858494464,5740,25831
1954,866334964761202691,14769,53064
1955,866450705531457537,35987,123279
1956,866686824827068416,3551,19471
1957,867051520902168576,8024,32461
1958,867072653475098625,128,0
1959,867421006826221569,2567,16227
1960,867774946302451713,7468,34198
1961,867900495410671616,4241,24305
1962,868552278524837888,2130,10185
1963,868622495443632128,5871,27332
1964,868880397819494401,14727,65875
1965,869227993411051520,3836,20488
1966,869596645499047938,3171,16005
1967,869702957897576449,6415,28290
1968,869772420881756160,10151,42452
1969,870063196459192321,8455,36739
1970,870308999962521604,4200,21827
1971,870374049280663552,26481,82701
1972,870656317836468226,2669,12407
1973,870804317367881728,6259,33595
1974,871032628920680449,3843,22621
1975,871515927908634625,3478,20171
1976,871762521631449091,3498,20219
1977,871879754684805121,11271,37942
1978,872122724285648897,8161,34341
1979,872261713294495745,6363,34100
1980,872486979161796608,9048,40543
1981,872620804844003328,3718,20703
1982,872820683541237760,3707,14662
1983,872967104147763200,5422,27255
1984,873213775632977920,1592,7212
1985,873580283840344065,3958,24112
1986,874012996292530176,10466,34445
1987,874057562936811520,3959,22521
1988,874296783580663808,4122,25912
1989,874680097055178752,4650,27666
1990,875021211251597312,4711,25311
1991,875144289856114688,4922,21777
1992,875747767867523072,4287,25031
1993,876120275196170240,4684,27718
1994,876484053909872640,2392,18633
1995,876838120628539392,3346,20537
1996,877201837425926144,5577,26918
1997,877316821321428993,5164,27182
1998,877556246731214848,3810,22575
1999,877611172832227328,80,0
2000,877736472329191424,19072,79322
2001,878057613040115712,6820,41740
2002,878281511006478336,1283,7693
2003,878776093423087618,4119,19273
2004,879008229531029506,2679,18835
2005,879050749262655488,4703,22416
2006,879376492567855104,3107,16640
2007,879415818425184262,44024,105085
2008,879492040517615616,3174,23241
2009,879862464715927552,3482,22164
2010,880095782870896641,4349,27413
2011,880221127280381952,4209,26849
2012,880465832366813184,6263,28316
2013,880872448815771648,3800,21124
2014,880935762899988482,2769,16881
2015,881268444196462592,5136,22912
2016,881536004380872706,15886,49072
2017,881666595344535552,10610,50160
2018,881906580714921986,3387,24113
2019,882045870035918850,4950,29117
2020,882268110199369728,11538,44638
2021,882627270321602560,6063,27698
2022,882762694511734784,4893,28085
2023,882992080364220416,3900,23782
2024,883117836046086144,6643,36919
2025,883360690899218434,3657,22397
2026,883482846933004288,9912,45584
2027,883838122936631299,3426,21734
2028,884162670584377345,2967,20219
2029,884441805382717440,5616,26779
2030,884562892145688576,4840,24119
2031,884876753390489601,5756,27712
2032,884925521741709313,18334,76901
2033,885167619883638784,4357,21763
2034,885311592912609280,18493,0
2035,885528943205470208,6392,35701
2036,885984800019947520,6770,32445
2037,886258384151887873,6235,27767
2038,886366144734445568,3182,21028
2039,886680336477933568,4439,22241
2040,886736880519319552,3273,11964
2041,886983233522544640,7729,34892
2042,887101392804085760,5925,30304
2043,887343217045368832,10338,33413
2044,887473957103951883,18092,68567
2045,887517139158093824,11606,45882
2046,887705289381826560,5358,29930
2047,888078434458587136,3475,21586
2048,888554962724278272,3560,19727
2049,888804989199671297,4298,25392
2050,888917238123831296,4474,28857
2051,889278841981685760,5387,25096
2052,889531135344209921,2225,14976
2053,889638837579907072,4518,26934
2054,889665388333682689,9997,47739
2055,889880896479866881,4946,27565
2056,890006608113172480,7290,30425
2057,890240255349198849,7356,31658
2058,890609185150312448,4240,27589
2059,890729181411237888,18785,64946
2060,890971913173991426,2054,11749
2061,891087950875897856,3091,20068
2062,891327558926688256,9326,39996
2063,891689557279858688,8595,41829
2064,891815181378084864,4133,24821
2065,892177421306343426,6234,32956
2066,892420643555336193,8467,38467
